imp_id,imp_campaign_id_sampled_from,user_id,campaign_id,campaign_value_per_conv,expected_value,bid,market_price,win,pconv,utility,budget_remaining,eligible_campaigns,chosen_score
1,47009,57,43423,262.1398266451521,54.56668206118549,49.11001385506694,0.006798406129124835,True,0.2081586867570877,54.55988365505637,999.9932015938708,88,54.566685
2,19441,59,45363,226.10089889615296,0.07943718774416769,0.07149346896975092,0.009214873166804062,True,0.00035133512574248016,0.07022231457736364,999.9907851268332,88,0.07943719
3,42252,86,47586,500.0,154.2370617389679,138.8133555650711,0.005970950635998198,True,0.3084741234779358,154.2310907883319,999.994029049364,88,154.23706
4,44656,89,42540,29.622474346612112,1.2942881086631344,1.164859297796821,0.005346478873128576,True,0.04369277507066727,1.2889416297900058,999.9946535211269,88,1.2942882
5,47242,0,42540,29.622474346612112,22.582983557797327,20.324685202017594,0.010007579821053426,True,0.7623597979545593,22.572975977976274,999.9846459413059,88,22.582983
6,44729,70,42540,29.622474346612112,0.3761137996448504,0.3385024196803654,0.005698464008544148,True,0.012696906924247742,0.3704153356363063,999.9789474772973,88,0.3761138
7,45460,59,19441,500.0,136.44418120384216,122.79976308345795,0.007624516506665654,True,0.2728883624076843,136.4365566873355,999.9923754834933,88,136.44418
8,47455,4,43423,262.1398266451521,169.38160026254073,152.44344023628665,0.00711582981945466,True,0.6461498141288757,169.3744844327213,999.9860857640514,88,169.3816
9,41142,51,47586,500.0,155.93606233596802,140.34245610237122,0.010001594172777744,True,0.31187212467193604,155.92606074179523,999.9840274551913,88,155.93607
10,42569,47,47586,500.0,88.72740715742111,79.854666441679,0.004677466640121292,True,0.17745481431484222,88.722729690781,999.9793499885511,88,88.72741
11,47663,5,42844,373.9602669512544,23.537148917340073,21.183434025606065,0.012335647526040654,True,0.06294023990631104,23.524813269814032,999.987664352474,88,23.53715
12,43247,17,42993,238.7621391926,189.5139584613991,170.5625626152592,0.0038109444203963763,True,0.7937353849411011,189.51014751697872,999.9961890555796,88,189.51396
13,47589,66,47586,500.0,176.9566386938095,159.26097482442856,0.007971122448547916,True,0.353913277387619,176.94866757136097,999.9713788661026,88,176.95663
14,43247,46,47462,244.14762794151795,138.78089594807813,124.90280635327032,0.007339481404092793,True,0.5684302449226379,138.77355646667402,999.9926605185959,88,138.7809
15,47548,76,44002,500.0,55.28608337044716,49.75747503340244,0.0035391600777157843,True,0.11057216674089432,55.282544210369444,999.9964608399223,88,55.286083
16,42388,89,44002,500.0,107.56443440914154,96.80799096822739,0.008433992922131078,True,0.21512886881828308,107.5560004162194,999.9880268470001,88,107.56444
17,42593,71,43662,314.70398580819904,169.73196605301487,152.75876944771338,0.004952501756028735,True,0.5393384695053101,169.72701355125884,999.9950474982439,88,169.73196
18,42593,51,45363,226.10089889615296,2.318031861394562,2.086228675255106,0.0026415250324237573,True,0.010252200998365879,2.315390336362138,999.9881436018007,88,2.318032
19,17562,2,47451,223.45066369441213,69.15398677535748,62.23858809782173,0.00917190738931321,True,0.3094821274280548,69.14481486796817,999.9908280926107,88,69.15399
20,47548,87,19441,500.0,113.33782970905304,102.00404673814774,0.0018388618894202935,True,0.22667565941810608,113.33599084716361,999.990536621604,88,113.33783
21,45459,27,45363,226.10089889615296,0.12771022225708903,0.11493920003138013,0.0030766954499485953,True,0.0005648373044095933,0.12463352680714043,999.9850669063508,88,0.12771022
22,19441,55,47586,500.0,432.0181906223297,388.81637156009674,0.005921147386886099,True,0.8640363812446594,432.0122694749428,999.9654577187157,88,432.0182
23,42488,93,43247,390.5741076735338,241.58249161769209,217.4242424559229,0.009957319514873731,True,0.6185317635536194,241.5725342981772,999.9900426804851,88,241.58249
24,47548,80,16007,500.0,255.42870163917542,229.88583147525787,0.008793716796950022,True,0.5108574032783508,255.41990792237846,999.991206283203,88,255.4287
25,45457,21,47586,500.0,116.60605669021606,104.94545102119446,0.006722543370793459,True,0.23321211338043213,116.59933414684527,999.9587351753449,88,116.60606
26,47009,41,44424,476.65764346273767,102.59244658260293,92.33320192434265,0.001314598093675747,True,0.2152329832315445,102.59113198450926,999.9986854019063,88,102.592445
27,42993,8,19441,500.0,87.16502040624619,78.44851836562157,0.0036730937149742167,True,0.17433004081249237,87.1613473125312,999.986863527889,88,87.16502
28,44002,39,44002,500.0,185.40197610855103,166.86177849769592,0.004342313313523767,True,0.37080395221710205,185.3976337952375,999.9836845336866,88,185.40198
29,44656,63,44002,500.0,76.17355138063431,68.55619624257088,0.00253548744046436,True,0.15234710276126862,76.17101589319384,999.9811490462462,88,76.17355
30,40582,39,45363,226.10089889615296,2.54608775588853,2.291478980299677,0.0009794790086929605,True,0.011260847561061382,2.545108276879837,999.984087427342,88,2.5460877
