imp_id,imp_campaign_id_sampled_from,user_id,campaign_id,campaign_value_per_conv,expected_value,bid,market_price,win,pconv,utility,budget_remaining,eligible_campaigns,chosen_score
1,47009,57,43423,262.1398266451521,54.56668206118549,49.11001385506694,51.800810923119485,False,0.2081586867570877,0.0,1000.0,88,54.566685
2,19441,59,45363,226.10089889615296,0.07943718774416769,0.07149346896975092,0.07061951049555704,True,0.00035133512574248016,0.008817677248610656,999.9293804895044,88,0.07943719
3,42252,86,47586,500.0,154.2370617389679,138.8133555650711,148.76899167738185,False,0.3084741234779358,0.0,1000.0,88,154.23706
4,44656,89,42540,29.622474346612112,1.2942881086631344,1.164859297796821,1.2108404945443476,False,0.04369277507066727,0.0,1000.0,88,1.2942882
5,47242,0,42540,29.622474346612112,22.582983557797327,20.324685202017594,18.67504167161131,True,0.7623597979545593,3.9079418861860162,981.3249583283887,88,22.582983
6,44729,70,42540,29.622474346612112,0.3761137996448504,0.3385024196803654,0.3707022830569869,False,0.012696906924247742,0.0,981.3249583283887,88,0.3761138
7,45460,59,19441,500.0,136.44418120384216,122.79976308345795,129.213341790678,False,0.2728883624076843,0.0,1000.0,88,136.44418
8,47455,4,43423,262.1398266451521,169.38160026254073,152.44344023628665,161.1651656013311,False,0.6461498141288757,0.0,1000.0,88,169.3816
9,41142,51,47586,500.0,155.93606233596802,140.34245610237122,129.90416686611073,True,0.31187212467193604,26.03189546985729,870.0958331338893,88,155.93607
10,42569,47,47586,500.0,88.72740715742111,79.854666441679,79.06228356564576,True,0.17745481431484222,9.665123591775355,791.0335495682435,88,88.72741
11,47663,5,42844,373.9602669512544,23.537148917340073,21.183434025606065,20.636045719676652,True,0.06294023990631104,2.9011031976634207,979.3639542803234,88,23.53715
12,43247,17,42993,238.7621391926,189.5139584613991,170.5625626152592,185.12058864175722,False,0.7937353849411011,0.0,1000.0,88,189.51396
13,47589,66,47586,500.0,176.9566386938095,159.26097482442856,163.8433946778846,False,0.353913277387619,0.0,791.0335495682435,88,176.95663
14,43247,46,47462,244.14762794151795,138.78089594807813,124.90280635327032,132.96557260939744,False,0.5684302449226379,0.0,1000.0,88,138.7809
15,47548,76,44002,500.0,55.28608337044716,49.75747503340244,49.19436171558361,True,0.11057216674089432,6.091721654863548,950.8056382844164,88,55.286083
16,42388,89,44002,500.0,107.56443440914154,96.80799096822739,91.5268966966391,True,0.21512886881828308,16.03753771250244,859.2787415877773,88,107.56444
17,42593,71,43662,314.70398580819904,169.73196605301487,152.75876944771338,154.4264304267343,False,0.5393384695053101,0.0,1000.0,88,169.73196
18,42593,51,45363,226.10089889615296,2.318031861394562,2.086228675255106,1.9042332856617212,True,0.010252200998365879,0.4137985757328406,998.0251472038427,88,2.318032
19,17562,2,47451,223.45066369441213,69.15398677535748,62.23858809782173,66.31684841015232,False,0.3094821274280548,0.0,1000.0,88,69.15399
20,47548,87,19441,500.0,113.33782970905304,102.00404673814774,104.6901070425072,False,0.22667565941810608,0.0,1000.0,88,113.33783
21,45459,27,45363,226.10089889615296,0.12771022225708903,0.11493920003138013,0.12087207970804406,False,0.0005648373044095933,0.0,998.0251472038427,88,0.12771022
22,19441,55,47586,500.0,432.0181906223297,388.81637156009674,377.50383451450426,True,0.8640363812446594,54.51435610782545,413.52971505373927,88,432.0182
23,42488,93,43247,390.5741076735338,241.58249161769209,217.4242424559229,237.89247473183516,False,0.6185317635536194,0.0,1000.0,88,241.58249
24,47548,80,16007,500.0,255.42870163917542,229.88583147525787,247.96042664438573,False,0.5108574032783508,0.0,1000.0,88,255.4287
25,45457,21,47586,500.0,116.60605669021606,104.94545102119446,110.78846735264712,False,0.23321211338043213,0.0,413.52971505373927,88,116.60606
